Sitting _Force (N),Standing _Force (N),Walking_Force (N)
3.274658203,4.879196167,6.146476746
3.320648193,5.027389526,6.401977539
3.389633179,5.137252808,6.87210083
3.435623169,5.321212769,7.265571594
3.479057312,5.44896698,7.567062378
3.527603149,5.625259399,7.845550537
3.535270691,5.722351074,8.001411438
3.51738739,5.847541809,8.070396423
3.494392395,5.934417725,8.177703857
3.445846558,6.021286011,8.701477051
3.417739868,6.141372681,8.857337952
3.376861572,6.218017578,8.734695435
3.346199036,6.330436707,8.356552124
3.300209045,6.404533386,7.406097412
3.269546509,6.458190918,6.897651672
3.218452454,6.447967529,6.698356628
3.182678223,6.435195923,7.155700684
3.136688232,6.453079224,8.098503113
3.103477478,6.514396667,8.545623779
3.062591553,6.516952515,8.68359375
3.034492493,6.407089233,8.320785522
2.998718262,6.284446716,7.441864014
2.970611572,6.074935913,7.183807373
2.904182434,5.936965942,8.417877197
2.860748291,5.740234375,9.756690979
2.814758301,5.617591858,10.41077423
2.791763306,5.446411133,10.07607269
2.768768311,5.346763611,9.55229187
2.758552551,5.211349487,9.314682007
2.745773315,5.121925354,9.000411987
2.740661621,4.950737,8.382102966
2.730445862,4.835762024,6.854217529
2.720222473,4.720787048,6.141372681
2.712562561,4.669692993,5.420860291
2.707450867,4.605812073,4.866424561
2.699783325,4.56237793,4.419296265
2.697227478,4.495948792,4.125473022
2.702339172,4.44229126,3.946624756
2.72277832,4.383529663,3.514831543
2.748329163,4.317100525,3.274658203
2.771324158,4.283882141,2.612915039
2.766212463,4.235336304,2.15045929
2.773880005,4.204681396,2.222000122
2.794319153,4.158691406,2.480056763
2.840309143,4.133140564,2.801986694
2.878631592,4.107589722,3.215896606
2.939956665,4.069267273,3.933853149
2.985946655,4.002838135,4.317100525
3.052375793,3.992614746,4.955848694
3.095809937,3.99772644,5.617591858
3.167350769,4.002838135,6.723907471
3.215896606,4.018165588,7.148040771
3.284881592,4.028381348,8.006515503
3.325759888,4.036048889,8.8777771
3.384521484,4.030937195,9.483306885
3.430511475,4.02583313,9.393882751
3.479057312,4.02583313,9.235473633
3.489280701,4.041160583,9.115386963
3.456062317,4.061599731,8.566062927
3.410072327,4.082038879,8.195587158
3.343643188,4.087150574,8.149597168
3.30532074,4.084594727,8.290122986
3.269546509,4.059043884,8.422981262
3.244003296,4.000282288,8.228805542
3.208229065,3.984947205,7.523620605
3.180122375,4.0079422,7.125045776
3.154571533,4.038604736,6.736686707
3.116249084,4.082038879,6.432640076
3.090698242,4.112701416,6.22568512
3.044708252,4.143356323,6.550170898
3.016601563,4.189346313,6.810775757
2.978279114,4.225120544,6.22568512
2.955284119,4.306877136,5.392753601
2.927177429,4.380973816,4.406524658
2.896522522,4.493392944,4.056488037
2.827537537,4.567489624,3.921073914
2.781547546,4.692687988,3.926185608
2.730445862,4.764221191,3.714118958
2.707450867,4.843429565,3.637466431
2.671676636,4.922637939,3.721786499
2.651237488,5.078491211,3.54548645
2.628242493,5.196022034,2.712562561
2.612915039,5.364646912,2.385520935
2.595031738,5.454071045,2.45450592
2.58480835,5.579269409,2.441726685
2.564369202,5.666137695,2.48261261
2.549041748,5.806663513,2.533706665
2.526046753,5.898643494,2.380409241
2.513267517,6.021286011,2.421287537
2.500495911,6.097930908,2.914405823
2.492828369,6.207801819,3.187789917
2.480056763,6.276786804,3.532714844
2.45450592,6.332992554,3.737113953
2.400848389,6.350875854,3.887863159
2.377853394,6.396865845,4.066711426
2.359970093,6.41986084,4.692687988
2.352302551,6.394317627,5.185798645
2.347190857,6.312553406,5.612487793
2.352302551,6.146476746,5.988067627
2.365081787,6.03150177,6.501625061
2.380409241,5.913970947,7.040725708
2.390632629,5.758117676,7.372879028
2.411071777,5.678916931,8.024406433
2.426399231,5.592041016,8.497077942
2.451950073,5.533279419,9.243141174
2.474945068,5.454071045,9.710700989
2.515823364,5.377426147,10.25747681
2.549041748,5.242012024,10.43121338
2.595031738,5.178131104,10.75058746
2.605247498,5.1065979,11.13894653
2.620582581,5.075935364,11.79558563
2.646125793,5.032501221,12.30403137
2.692115784,4.999282837,13.28259277
2.725334167,4.945632935,14.1053009
2.789207458,4.904747009,15.33937073
2.840309143,4.851097107,16.05987549
2.919517517,4.807662964,16.90814209
2.965507507,4.733566284,17.1891861
3.021713257,4.692687988,17.07421112
3.057487488,4.626251221,16.82126617
3.113693237,4.567489624,15.79671478
3.146911621,4.503616333,14.88713074
3.198013306,4.495948792,14.24838257
3.23122406,4.531723022,13.90856934
3.25933075,4.582817078,13.06542206
3.251663208,4.659469604,12.49565125
3.218452454,4.697792053,11.26158905
3.149467468,4.736122131,10.21659088
3.106033325,4.759117126,9.470535278
3.047264099,4.789772034,9.153717041
3.024269104,4.799995422,9.041297913
2.996162415,4.812767029,8.445976257
2.978279114,4.843429565,7.940086365
2.957839966,4.853652954,7.245132446
2.942512512,4.807662964,6.915534973
2.91696167,4.761672974,6.481185913
2.901626587,4.743782043,5.980407715
2.876075745,4.759117126,5.11681366
2.855636597,4.784667969,4.891975403
2.832641602,4.794883728,5.035057068
2.817314148,4.787216187,5.150032043
2.791763306,4.777000427,5.234344482
2.766212463,4.789772034,5.175582886
2.697227478,4.807662964,4.99672699
2.658905029,4.828102112,4.922637939
2.620582581,4.835762024,4.976287842
2.605247498,4.838317871,5.221572876
2.605247498,4.833206177,5.79133606
2.618026733,4.761672974,5.819442749
2.658905029,4.677352905,5.52305603
2.692115784,4.590484619,5.566497803
2.745773315,4.572601318,5.678916931
2.778991699,4.656913757,5.622703552
2.830085754,4.779556274,5.758117676
2.87097168,4.981399536,6.082603455
2.939956665,5.1065979,6.432640076
2.99105072,5.288002014,6.70602417
3.044708252,5.408081055,7.633491516
3.11113739,5.566497803,8.072952271
3.131576538,5.638031006,8.147041321
3.149467468,5.684020996,8.233917236
3.175018311,5.722351074,8.353996277
3.223556519,5.732566833,8.606941223
3.266998291,5.694244385,9.002967834
3.338531494,5.666137695,9.585510254
3.387077332,5.658477783,9.67237854
3.466285706,5.673805237,9.480751038
3.509719849,5.712127686,9.421989441
3.568481445,5.747901917,9.125610352
3.59147644,5.806663513,8.727027893
3.586372375,5.821990967,8.121498108
3.565933228,5.811775208,7.705032349
3.519943237,5.806663513,7.079055786
3.479057312,5.814331055,6.810775757
3.410072327,5.824546814,6.795448303
3.346199036,5.857765198,6.762237549
3.238891602,5.880760193,6.667701721
3.182678223,5.852653503,6.818443298
3.113693237,5.83732605,6.795448303
3.080482483,5.888427734,6.516952515
3.039596558,5.970184326,6.146476746
3.016601563,6.159255981,6.080047607
2.985946655,6.299781799,5.926750183
2.960395813,6.488845825,5.694244385
2.932289124,6.5859375,5.500061035
2.906738281,6.670257568,5.415748596
2.865859985,6.688140869,5.344207764
2.845420837,6.626815796,5.147476196
2.822425842,6.527175903,4.891975403
2.786651611,6.3176651,4.799995422
2.761100769,6.133705139,4.268554688
2.699783325,5.942077637,3.811210632
2.651237488,5.709571838,3.491836548
2.592475891,5.594596863,3.39730072
2.564369202,5.466850281,3.343643188
2.531150818,5.387641907,2.978279114
2.515823364,5.259895325,2.727890015
2.497940063,5.175582886,2.490272522
2.485160828,5.06060791,2.354858398
2.46472168,4.98651123,2.216888428
2.457061768,4.907302856,2.393180847
2.449394226,4.871536255,2.817314148
2.444282532,4.789772034,2.927177429
2.434066772,4.708015442,3.029380798
2.428955078,4.603256226,3.021713257
2.428955078,4.56237793,2.965507507
2.428955078,4.524055481,3.067703247
2.421287537,4.495948792,3.527603149
2.405960083,4.455070496,4.000282288
2.370185852,4.4320755,4.48828125
2.352302551,4.391197205,4.575157166
2.344642639,4.365646362,4.53427124
2.352302551,4.342651367,4.53427124
2.375297546,4.334983826,4.651802063
2.398292542,4.299217224,4.789772034
2.441726685,4.26599884,5.058052063
2.472389221,4.181686401,5.093818665
2.503051758,4.097366333,5.190910339
2.551597595,4.000282288,5.400421143
2.607803345,3.97984314,5.466850281
2.646125793,3.990058899,5.620147705
2.707450867,4.028381348,6.284446716
2.755996704,4.048828125,6.693252563
2.824981689,4.094818115,6.94619751
2.868415833,4.151023865,7.275787354
2.909294128,4.281326294,7.630935669
2.927177429,4.393753052,8.218582153
2.968055725,4.593040466,8.798568726
3.006385803,4.72845459,9.787353516
3.072814941,4.917526245,9.994308472
3.121360779,4.994171143,9.833343506
3.200561523,5.050384521,9.434761047
3.256774902,5.121925354,8.200698853
3.310432434,5.270111084,7.342216492
3.381973267,5.377426147,6.629371643
3.42540741,5.512840271,6.593605042
3.494392395,5.571601868,6.596160889
3.537826538,5.59715271,6.608932495
3.601699829,5.558830261,6.721351624
3.647689819,5.436187744,6.547615051
3.683456421,5.341651917,5.916526794
3.66557312,5.211349487,5.635482788
3.583816528,5.129592896,5.589492798
3.51738739,5.01461792,5.413192749
3.433067322,4.904747009,4.879196167
3.389633179,4.690132141,4.593040466
3.335983276,4.572601318,4.311988831
3.30532074,4.4320755,4.314544678
3.261886597,4.350311279,4.449958801
3.236335754,4.24811554,4.411636353
3.200561523,4.168907166,4.094818115
3.175018311,4.056488037,3.921073914
3.134132385,3.99772644,3.629806519
3.11113739,3.938957214,3.320648193
3.077926636,3.854644775,3.11113739
3.062591553,3.800987244,3.075370789
3.03704071,3.734558105,3.098365784
3.011497498,3.701347351,3.031936646
2.952728271,3.634918213,2.988502502
2.909294128,3.565933228,2.681900024
2.865859985,3.486724854,2.357414246
2.847976685,3.476501465,2.43662262
2.827537537,3.494392395,2.911849976
2.817314148,3.51738739,3.279769897
2.804542542,3.555709839,3.215896606
2.794319153,3.586372375,3.251663208
2.786651611,3.668128967,3.274658203
2.773880005,3.744781494,3.30532074
2.763656616,3.862312317,3.450958252
2.753440857,3.949180603,3.913406372
2.745773315,4.082038879,4.273666382
2.730445862,4.168907166,4.444847107
2.717666626,4.250671387,4.296661377
2.70489502,4.291549683,4.324768066
2.684455872,4.416748047,4.480621338
2.625686646,4.536827087,4.651802063
2.587364197,4.746337891,4.828102112
2.55670166,4.886863708,4.981399536
2.551597595,5.081047058,5.024833679
2.561813354,5.206237793,5.438743591
2.58480835,5.3748703,5.750457764
2.633354187,5.487289429,5.988067627
2.664016724,5.673805237,6.261451721
2.715110779,5.786224365,6.580825806
2.75088501,5.888427734,6.703468323
2.809646606,6.023841858,6.831222534
2.855636597,6.082603455,6.953857422
2.924621582,6.149032593,7.165924072
2.973167419,6.215461731,7.613052368
3.044708252,6.343215942,8.093391418
3.088142395,6.417312622,9.289131165
3.126472473,6.440307617,9.961097717
3.13924408,6.376426697,10.26769257
3.175018311,6.195022583,10.2983551
3.208229065,6.054496765,10.0837326
3.249107361,5.839881897,9.777137756
3.315536499,5.709571838,9.465423584
3.361526489,5.54094696,9.465423584
3.433067322,5.405532837,9.649383545
3.481613159,5.193466187,9.807792664
3.54548645,5.08870697,10.5129776
3.576148987,4.963516235,10.99842072
3.624694824,4.889419556,11.01886749
3.663017273,4.787216187,10.95243073
3.709007263,4.723342896,10.61006165
3.716674805,4.669692993,10.3034668
3.703903198,4.669692993,10.28557587
3.668128967,4.7003479,10.24980927
3.578704834,4.72845459,9.892112732
3.525047302,4.766777039,9.634056091
3.45350647,4.766777039,9.557403564
3.417739868,4.746337891,9.605949402
3.369194031,4.741226196,9.475646973
3.341087341,4.769332886,9.322341919
3.302764893,4.838317871,8.75769043
3.274658203,4.879196167,8.236473083
3.23122406,4.920082092,7.924758911
3.200561523,4.937965393,7.911987305
3.154571533,4.937965393,7.705032349
3.126472473,4.930297852,7.42653656
3.088142395,4.909858704,7.291122437
3.062591553,4.899642944,7.311561584
3.014045715,4.853652954,7.002403259
2.965507507,4.794883728,6.698356628
2.911849976,4.746337891,6.736686707
2.855636597,4.761672974,6.685585022
2.830085754,4.822990417,5.95741272
2.799430847,4.863868713,5.530723572
2.778991699,4.943077087,5.183242798
2.758552551,5.032501221,4.994171143
2.743217468,5.226676941,4.833206177
2.715110779,5.3748703,4.789772034
2.694671631,5.584381104,4.674797058
2.661460876,5.727462769,3.954292297
2.646125793,5.919082642,3.374305725
2.620582581,6.013618469,3.134132385
2.607803345,6.172027588,3.123916626
2.592475891,6.294670105,2.968055725
2.579696655,6.49395752,2.773880005
2.546485901,6.629371643,2.329307556
2.51071167,6.79800415,2.109580994
2.472389221,6.895095825,1.897514343
2.45450592,6.984519958,1.841300964
2.446838379,7.09438324,1.884742737
2.446838379,7.153152466,2.004821777
2.449394226,7.204246521,2.492828369
2.459617615,7.18636322,2.819869995
2.480056763,6.994735718,3.172462463
2.505607605,6.782676697,3.448402405
2.554145813,6.499069214,3.908302307
2.579696655,6.353431702,4.179130554
2.620582581,6.174583435,4.511276245
2.653793335,6.07749176,4.738677979
2.717666626,5.93952179,5.111701965
2.761100769,5.827102661,5.173027039
2.804542542,5.666137695,4.889419556
2.850532532,5.571601868,4.60836792
2.868415833,5.436187744,4.465286255
2.906738281,5.333992004,4.498504639
2.939956665,5.104042053,4.4320755
3.003829956,4.948181152,4.391197205
3.054931641,4.799995422,4.255783081
3.134132385,4.741226196,4.273666382
3.187789917,4.667137146,4.508728027
3.261886597,4.613479614,4.973731995
3.307876587,4.557266235,5.132141113
3.371749878,4.541938782,5.201126099
3.410072327,4.544494629,5.32888031
3.468841553,4.559822083,5.6431427
3.504608154,4.577713013,5.811775208
3.54548645,4.572601318,6.189910889
3.553153992,4.508728027,6.445411682
3.532714844,4.465286255,6.67791748
3.489280701,4.455070496,6.953857422
3.402412415,4.467842102,7.35243988
3.348754883,4.480621338,7.439308167
3.287437439,4.485733032,7.863441467
3.256774902,4.495948792,8.08316803
3.215896606,4.541938782,7.858329773
3.190345764,4.590484619,7.689697266
3.154571533,4.672241211,7.712692261
3.131576538,4.720787048,7.78678894
3.095809937,4.733566284,7.682037354
3.072814941,4.710571289,7.595161438
3.031936646,4.713127136,7.30644989
3.003829956,4.731010437,6.953857422
2.983390808,4.764221191,6.759681702
2.957839966,4.80255127,6.777565002
2.937400818,4.866424561,6.596160889
2.904182434,4.897087097,6.450523376
2.863304138,4.922637939,6.394317627
2.791763306,4.932853699,6.409645081
2.761100769,4.937965393,6.583381653
2.725334167,4.912414551,6.698356628
2.710006714,4.881752014,6.598716736
2.702339172,4.932853699,6.424972534
2.699783325,5.101486206,6.149032593
2.687011719,5.234344482,5.121925354
2.67678833,5.436187744,4.490837097
2.661460876,5.594596863,4.076927185
2.658905029,5.880760193,4.005386353
2.648681641,6.072387695,3.760108948
2.635910034,6.335548401,3.519943237
2.623130798,6.496513367,3.131576538
2.618026733,6.63192749,2.819869995
2.607803345,6.688140869,2.434066772
2.60269165,6.790336609,2.354858398
2.589920044,7.007514954,2.497940063
2.564369202,7.168479919,2.768768311
2.520935059,7.413757324,3.031936646
2.51071167,7.584945679,3.067703247
2.523490906,7.78678894,3.364082336
2.551597595,7.855773926,3.599143982
2.60269165,7.914535522,3.852088928
2.635910034,7.96308136,4.010498047
2.67678833,8.032066345,4.194458008
2.738105774,7.998855591,4.444847107
2.778991699,7.827667236,5.093818665
2.845420837,7.699920654,5.382537842
2.88885498,7.508293152,5.272666931
2.952728271,7.354995728,4.953292847
2.996162415,7.081611633,4.792327881
3.067703247,6.866989136,4.925186157
3.118804932,6.555282593,5.190910339
3.190345764,6.39176178,5.466850281
3.223556519,6.238456726,5.714683533
3.238891602,6.166915894,6.064720154
3.249107361,5.95741272,6.266563416
3.279769897,5.770896912,6.322776794
3.307876587,5.609931946,6.192466736
3.366638184,5.574157715,6.008506775
3.415184021,5.517951965,6.00340271
3.494392395,5.471961975,6.274230957
3.537826538,5.387641907,6.915534973
3.581260681,5.285446167,8.456199646
3.588928223,5.047828674,9.526741028
3.571037292,4.889419556,10.84256744
3.548042297,4.805107117,11.14150238
3.504608154,4.789772034,10.98820496
3.466285706,4.7003479,10.96520996
3.412628174,4.334983826,10.47720337
3.376861572,4.056488037,10.03518677
3.297653198,3.775436401,9.782241821
3.226112366,3.69367981,9.631500244
3.13924408,3.663017273,9.419433594
3.095809937,3.66557312,9.455207825
3.060035706,3.675796509,9.52419281
3.01915741,3.683456421,9.317237854
2.996162415,3.721786499,9.209922791
2.96295166,3.795883179,9.207366943
2.947616577,3.946624756,8.979972839
2.922065735,4.023277283,8.788352966
2.901626587,4.133140564,8.509857178
2.873527527,4.227676392,8.351448059
2.85308075,4.411636353,8.476638794
2.819869995,4.55216217,9.475646973
2.801986694,4.751449585,9.869117737
2.771324158,4.876647949,9.708152771
2.75088501,5.081047058,9.378555298
2.699783325,5.216461182,8.51751709
2.648681641,5.38508606,7.901763916
2.592475891,5.487289429,6.895095825
2.566925049,5.579269409,6.41986084
2.541374207,5.609931946,6.241012573
2.5286026,5.712127686,6.174583435
2.51071167,5.870536804,6.090270996
2.503051758,6.24356842,6.172027588
2.495384216,6.496513367,6.36365509
2.492828369,6.695800781,6.767341614
2.495384216,6.879760742,7.901763916
2.513267517,6.925750732,7.891540527
2.546485901,6.87210083,6.884872437
2.577140808,6.746902466,6.550170898
2.618026733,6.450523376,6.187362671
2.646125793,6.189910889,5.93952179
2.689567566,5.776000977,5.896087646
2.699783325,5.569046021,6.013618469
2.707450867,5.356987,6.353431702
2.740661621,5.265007019,6.550170898
2.766212463,5.165359497,6.851661682
2.814758301,5.1065979,6.879760742
2.860748291,4.999282837,6.110710144
2.934844971,4.909858704,5.484733582
2.985946655,4.792327881,4.983955383
3.0651474,4.733566284,4.641586304
3.108581543,4.656913757,4.214897156
3.167350769,4.549606323,4.000282288
3.208229065,4.370758057,4.133140564
3.274658203,4.311988831,4.038604736
3.318092346,4.306877136,3.898078918
3.384521484,4.327316284,4.347763062
3.420295715,4.350311279,4.950737
3.445846558,4.363090515,5.49495697
3.445846558,4.368202209,5.67124939
3.445846558,4.363090515,6.108154297
3.435623169,4.373306274,6.445411682
3.412628174,4.38608551,7.183807373
3.387077332,4.398857117,7.929870605
3.346199036,4.380973816,8.691261292
3.323204041,4.347763062,8.808792114
3.279769897,4.363090515,8.678482056
3.246551514,4.424407959,8.479194641
3.203117371,4.577713013,8.193031311
3.172462463,4.685020447,8.118942261
3.123916626,4.843429565,8.180259705
3.093254089,5.009506226,8.147041321
3.049819946,5.124481201,8.364219666
3.021713257,5.316101074,8.744911194
2.980834961,5.456626892,8.918655396
2.901626587,5.650810242,8.928871155
2.858192444,5.737678528,8.926322937
2.807090759,5.867980957,8.839447021
2.784095764,6.000846863,9.010635376
2.763656616,6.166915894,9.291687012
2.748329163,6.46585083,9.605949402
2.733001709,6.654922485,9.802680969
2.72277832,6.884872437,10.64328003
2.699783325,7.017730713,11.39955902
2.684455872,7.181251526,11.7598114
2.666572571,7.270675659,11.99998474
2.648681641,7.360107422,12.201828
2.618026733,7.395874023,12.17116547
2.605247498,7.385650635,12.11240387
2.587364197,7.2604599,12.2069397
2.561813354,6.90020752,12.1660614
2.505607605,6.647262573,11.76747894
2.469833374,6.332992554,11.49920654
2.43662262,6.161811829,11.11595154
2.426399231,5.942077637,10.81446075
2.426399231,5.811775208,10.43121338
2.439170837,5.632926941,10.34945679
2.474945068,5.52305603,10.81446075
2.503051758,5.390197754,11.20537567
2.549041748,5.316101074,10.89878082
2.579696655,5.196022034,10.35201263
2.620582581,5.065711975,9.754142761
2.651237488,4.881752014,9.705596924
2.692115784,4.810211182,9.618721008
2.758552551,4.733566284,9.363227844
2.804542542,4.692687988,8.724472046
2.878631592,4.623703003,7.947753906
2.911849976,4.58026123,6.841438293
2.934844971,4.521499634,6.453079224
2.950172424,4.493392944,5.962516785
2.985946655,4.475509644,5.44896698
3.024269104,4.447402954,4.485733032
3.090698242,4.4141922,3.926185608
3.13924408,4.327316284,3.307876587
3.218452454,4.230232239,2.87097168
3.266998291,4.089706421,2.342086792
3.330871582,4.051376343,2.393180847
3.374305725,4.056488037,2.692115784
3.435623169,4.087150574,2.983390808
3.4713974,4.214897156,2.983390808
3.522491455,4.337539673,2.830085754
3.54548645,4.513832092,2.646125793
3.548042297,4.626251221,2.357414246
3.540382385,4.80255127,2.306312561
3.481613159,4.925186157,2.781547546
3.417739868,5.096374512,3.310432434
3.323204041,5.178131104,3.984947205
3.266998291,5.270111084,4.189346313
3.203117371,5.356987,4.105033875
3.167350769,5.546051025,4.046272278
3.113693237,5.694244385,4.260887146
3.075370789,5.911422729,4.557266235
3.014045715,6.044281006,4.784667969
2.965507507,6.235900879,4.866424561
2.919517517,6.348327637,5.303329468
2.860748291,6.504180908,5.484733582
2.819869995,6.606376648,5.548606873
2.761100769,6.736686707,5.668693542
2.730445862,6.79800415,5.83732605
2.689567566,6.790336609,5.962516785
2.661460876,6.741790771,6.279342651
2.597587585,6.703468323,6.353431702
2.546485901,6.614044189,5.977851868
2.490272522,6.509292603,5.722351074
2.467277527,6.279342651,5.602264404
2.444282532,6.103042603,5.615036011
2.439170837,5.857765198,5.658477783
2.428955078,5.709571838,5.612487793
2.426399231,5.520507813,5.581825256
2.431510925,5.395309448,5.770896912
2.439170837,5.160247803,6.064720154
2.459617615,4.966072083,6.49395752
2.485160828,4.723342896,6.596160889
2.531150818,4.618591309,6.78012085
2.564369202,4.493392944,7.035621643
2.615470886,4.424407959,7.102050781
2.651237488,4.324768066,7.168479919
2.710006714,4.255783081,7.579833984
2.730445862,4.14591217,7.947753906
2.753440857,4.076927185,8.451087952
2.778991699,4.002838135,8.663154602
2.832641602,3.959396362,9.112831116
2.878631592,3.885307312,9.467979431
2.955284119,3.800987244,9.955986023
3.00894165,3.673240662,10.0837326
3.062591553,3.622138977,10.28557587
3.134132385,3.578704834,10.65605164
3.182678223,3.555709839,10.66371918
3.251663208,3.514831543,10.44909668
3.292541504,3.514831543,10.52319336
3.353866577,3.535270691,10.57685089
3.394744873,3.54548645,10.21914673
3.448402405,3.550598145,9.613616943
3.463729858,3.542938232,8.652931213
3.430511475,3.519943237,8.239021301
3.374305725,3.410072327,8.103607178
3.287437439,3.310432434,8.014183044
3.241447449,3.221008301,8.139381409
3.175018311,3.200561523,8.254356384
3.136688232,3.23122406,7.991188049
3.077926636,3.297653198,7.551727295
3.042152405,3.422851563,7.268127441
2.993606567,3.507164001,6.501625061
2.965507507,3.657913208,6.136260986
2.919517517,3.777992249,6.432640076
2.886299133,3.959396362,6.573165894
2.835197449,4.079483032,5.850097656
2.801986694,4.212341309,5.293106079
2.761100769,4.26599884,4.792327881
2.733001709,4.38608551,4.44229126
2.689567566,4.508728027,4.059043884
2.646125793,4.720787048,3.915962219
2.572036743,4.861312866,3.721786499
2.536262512,5.073379517,3.724342346
2.495384216,5.20879364,3.762664795
2.477500916,5.418304443,3.765220642
2.462165833,5.556274414,4.171463013
2.446838379,5.755561829,4.697792053
2.439170837,5.888427734,5.316101074
2.431510925,6.036613464,5.510284424
2.426399231,6.09538269,5.770896912
2.418731689,6.166915894,6.057052612
2.416175842,6.205245972,6.504180908
2.411071777,6.235900879,6.759681702
2.413627625,6.210357666,7.201690674
2.441726685,6.100486755,7.342216492
2.474945068,5.829658508,7.280899048
2.5286026,5.635482788,7.286010742
2.549041748,5.379981995,7.058616638
2.561813354,5.226676941,6.703468323
2.57459259,4.989067078,6.424972534
2.612915039,4.822990417,6.412200928
2.643577576,4.616035461,6.49395752
2.699783325,4.524055481,6.381538391
2.740661621,4.424407959,6.292114258
2.809646606,4.363090515,6.090270996
2.860748291,4.26599884,5.862876892
2.937400818,4.191902161,5.919082642
2.985946655,4.069267273,6.108154297
3.057487488,3.99772644,6.555282593
3.113693237,3.915962219,6.905311584
3.200561523,3.875083923,7.040725708
3.254219055,3.772888184,7.017730713
3.328315735,3.698791504,7.150596619
3.371749878,3.652801514,7.324333191
3.402412415,3.655357361,7.229797363
3.450958252,3.668128967,6.831222534
3.494392395,3.673240662,6.10559845
3.565933228,3.683456421,5.632926941
3.614471436,3.688568115,4.845985413
3.701347351,3.703903198,4.547050476
3.765220642,3.719230652,4.55216217
3.864868164,3.734558105,4.626251221
3.926185608,3.752441406,4.736122131
4.015609741,3.749893188,4.782112122
4.066711426,3.726898193,4.731010437
4.133140564,3.744781494,4.332427979
4.163803101,3.864868164,3.90574646
4.168907166,4.000282288,3.972175598
4.133140564,4.268554688,3.588928223
4.041160583,4.46018219,3.190345764
3.967063904,4.720787048,2.909294128
3.823982239,4.884307861,2.57459259
3.729446411,5.121925354,2.331863403
3.601699829,5.272666931,1.897514343
3.527603149,5.479621887,1.764656067
3.435623169,5.592041016,1.971611023
3.379417419,5.691688538,2.214332581
3.300209045,5.753005981,2.472389221
3.251663208,5.898643494,2.508155823
3.180122375,6.016174316,2.623130798
3.136688232,6.189910889,2.720222473
3.067703247,6.294670105,2.755996704
3.024269104,6.435195923,2.804542542
2.970611572,6.516952515,2.837753296
2.939956665,6.647262573,2.773880005
2.909294128,6.759681702,2.699783325
2.847976685,6.941085815,2.699783325
2.786651611,7.045837402,2.960395813
2.707450867,7.091827393,3.376861572
2.671676636,7.050949097,3.826538086
2.625686646,6.923202515,3.967063904
2.60269165,6.78012085,4.283882141
2.577140808,6.506736755,4.462738037
2.564369202,6.299781799,4.651802063
2.549041748,6.092826843,4.927742004
2.538818359,5.816886902,5.635482788
2.518379211,5.653366089,5.878204346
2.508155823,5.428527832,6.09538269
2.490272522,5.285446167,6.320220947
2.477500916,5.091262817,6.39176178
2.469833374,4.950737,6.476074219
2.467277527,4.720787048,6.849105835
2.467277527,4.600708008,7.960525513
2.459617615,4.480621338,8.645271301
2.444282532,4.424407959,9.189483643
2.444282532,4.342651367,9.639167786
2.467277527,4.286437988,10.19359589
2.500495911,4.212341309,10.16549683
2.566925049,4.168907166,10.21148682
2.615470886,4.094818115,10.32646179
2.689567566,4.041160583,10.52063751
2.735557556,3.977287292,10.73781586
2.804542542,3.938957214,11.02908325
2.85308075,3.846977234,11.19515991
2.904182434,3.765220642,11.37400818
2.983390808,3.675796509,11.4966507
3.042152405,3.657913208,11.46854401
3.144355774,3.642578125,11.4966507
3.215896606,3.634918213,11.80069733
3.330871582,3.640022278,11.64228058
3.394744873,3.634918213,10.9728775
3.479057312,3.611923218,10.73526001
3.548042297,3.596588135,10.71482086
3.655357361,3.583816528,10.61517334
3.729446411,3.596588135,10.01474762
3.846977234,3.640022278,9.613616943
3.923629761,3.754997253,9.355560303
4.023277283,3.829093933,9.294242859
4.087150574,3.926185608,9.235473633
4.184242249,4.018165588,9.174156189
4.250671387,4.235336304,9.048957825
4.347763062,4.406524658,8.788352966
4.403968811,4.659469604,8.433204651
4.478065491,4.815322876,8.044845581
4.524055481,5.024833679,7.743354797
4.572601318,5.144920349,7.309005737
4.58026123,5.310997009,7.163368225
4.541938782,5.415748596,6.958969116
4.490837097,5.566497803,6.522064209
4.39630127,5.655921936,5.372314453
4.327316284,5.788780212,4.909858704
4.222564697,5.852653503,4.904747009
4.14591217,5.926750183,4.759117126
4.043716431,6.011062622,4.332427979
3.990058899,6.187362671,4.357978821
3.933853149,6.320220947,5.009506226
3.846977234,6.51184082,5.464294434
3.790771484,6.626815796,5.515396118
3.716674805,6.78012085,5.231788635
3.668128967,6.874656677,5.127037048
3.59147644,6.997291565,5.415748596
3.548042297,7.061172485,5.867980957
3.461174011,7.135261536,5.959960938
3.389633179,7.160812378,6.090270996
3.297653198,7.145484924,6.246124268
3.251663208,7.076499939,6.550170898
3.192901611,6.943641663,6.999847412
3.162239075,6.608932495,8.072952271
3.126472473,6.312553406,8.46131134
3.106033325,5.878204346,8.170036316
3.077926636,5.648254395,7.761238098
3.054931641,5.382537842,7.273231506
3.026824951,5.234344482,7.168479919
3.011497498,5.040161133,7.183807373
2.99105072,4.930297852,7.257904053
2.980834961,4.784667969,7.224685669
2.970611572,4.692687988,7.403541565
2.968055725,4.582817078,7.797012329
2.965507507,4.529167175,8.078056335
2.96295166,4.457626343,8.149597168
2.983390808,4.409080505,8.320785522
